epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,213.062,0.98821,0.73557,0.89165,0.80032,0.55613,0.57706,0.3409,4.43001,2.93082,4.89258,0.000141614,0.000141614,0.000141614
184,214.242,1.11036,0.70748,0.99299,0.83323,0.55667,0.58209,0.34074,4.43109,2.92175,4.90014,0.00013454,0.00013454,0.00013454
185,215.357,0.78415,0.60902,0.85885,0.83323,0.55667,0.58209,0.34074,4.43109,2.92175,4.90014,0.000127467,0.000127467,0.000127467
186,216.561,0.87175,0.68772,0.85453,0.8543,0.55626,0.58748,0.33622,4.43056,2.91536,4.90985,0.000120393,0.000120393,0.000120393
187,217.682,0.90321,0.66946,0.84887,0.8543,0.55626,0.58748,0.33622,4.43056,2.91536,4.90985,0.00011332,0.00011332,0.00011332
188,218.824,0.89785,0.70746,0.88021,0.85863,0.54728,0.58898,0.33902,4.43115,2.89384,4.91219,0.000106246,0.000106246,0.000106246
189,219.961,0.88095,0.80552,0.88164,0.85863,0.54728,0.58898,0.33902,4.43115,2.89384,4.91219,9.91726e-05,9.91726e-05,9.91726e-05
190,221.144,0.85344,0.63331,0.88923,0.86373,0.54797,0.58915,0.34289,4.43002,2.92164,4.93051,9.20991e-05,9.20991e-05,9.20991e-05
191,231.685,1.06896,0.79018,0.89439,0.86373,0.54797,0.58915,0.34289,4.43002,2.92164,4.93051,8.50255e-05,8.50255e-05,8.50255e-05
192,233.013,1.01319,0.78848,0.86099,0.86753,0.55351,0.58656,0.34092,4.43375,2.98594,4.9476,7.7952e-05,7.7952e-05,7.7952e-05
193,234.24,1.0031,0.76516,0.87408,0.86753,0.55351,0.58656,0.34092,4.43375,2.98594,4.9476,7.08784e-05,7.08784e-05,7.08784e-05
194,235.485,0.74648,0.77407,0.86429,0.83333,0.54524,0.5645,0.33522,4.43524,3.05125,4.95203,6.38049e-05,6.38049e-05,6.38049e-05
195,236.598,1.04276,0.76903,0.92984,0.83333,0.54524,0.5645,0.33522,4.43524,3.05125,4.95203,5.67313e-05,5.67313e-05,5.67313e-05
196,237.75,1.18334,1.37461,0.86754,0.7997,0.54184,0.57275,0.33331,4.43761,3.11563,4.95166,4.96578e-05,4.96578e-05,4.96578e-05
197,238.863,0.96176,0.7271,0.85945,0.7997,0.54184,0.57275,0.33331,4.43761,3.11563,4.95166,4.25842e-05,4.25842e-05,4.25842e-05
198,240.004,0.80002,0.66534,0.88421,0.78895,0.54536,0.56796,0.33082,4.44571,3.17559,4.96577,3.55107e-05,3.55107e-05,3.55107e-05
199,241.122,0.78886,0.86204,0.87153,0.78895,0.54536,0.56796,0.33082,4.44571,3.17559,4.96577,2.84371e-05,2.84371e-05,2.84371e-05
200,242.253,1.2528,2.69524,0.96579,0.78033,0.54585,0.56415,0.33103,4.4491,3.26528,4.96926,2.13636e-05,2.13636e-05,2.13636e-05
