epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,393.188,1.25487,0.86784,0.99826,0.20749,0.48097,0.16184,0.09847,3.10438,72.5156,14.0855,0.00048162,0.00048162,0.00048162
20,407.731,1.666,1.08487,0.99325,0.20038,0.30595,0.18781,0.10536,3.24568,38.2962,8.92265,0.000504895,0.000504895,0.000504895
21,416.995,1.38617,0.85254,0.96614,0.14532,0.49424,0.11444,0.05202,3.05937,61.0149,9.04497,0.000527887,0.000527887,0.000527887
22,427.076,1.42438,0.81024,1.16012,0.16881,0.50943,0.13639,0.06307,3.12934,137.885,10.0241,0.000550596,0.000550596,0.000550596
23,435.565,1.35505,0.83783,0.97813,0.16768,0.48645,0.12045,0.05747,3.77361,167.734,10.3974,0.000573022,0.000573022,0.000573022
24,440.04,1.2821,0.75827,0.97769,0.17558,0.49478,0.11751,0.05804,4.02452,112.835,13.9873,0.000595165,0.000595165,0.000595165
25,443.999,1.17768,0.852,0.95547,0.31983,0.57668,0.25736,0.12155,4.01107,40.5664,12.2973,0.000617025,0.000617025,0.000617025
26,448.628,1.22969,0.88768,0.98045,0.53577,0.46485,0.41219,0.2083,3.87269,9.39567,12.26,0.000638602,0.000638602,0.000638602
27,452.607,1.26831,0.7604,1.00417,0.52261,0.49944,0.41653,0.21282,3.84778,14.4682,13.9222,0.000659896,0.000659896,0.000659896
28,456.469,1.18379,0.69875,0.95672,0.52261,0.49944,0.41653,0.21282,3.84778,14.4682,13.9222,0.000680908,0.000680908,0.000680908
29,460.804,1.18363,0.81095,0.97676,0.5221,0.48841,0.42312,0.22465,3.83194,17.858,15.3515,0.000701636,0.000701636,0.000701636
30,464.759,1.55692,0.99822,0.95633,0.5368,0.52707,0.45236,0.25272,3.73726,17.2844,19.2416,0.000722082,0.000722082,0.000722082
31,469.101,1.1996,0.73355,0.96322,0.5368,0.52707,0.45236,0.25272,3.73726,17.2844,19.2416,0.000742244,0.000742244,0.000742244
32,474.263,1.2648,0.70769,0.93507,0.49671,0.49943,0.42888,0.23797,3.72389,20.1123,14.8762,0.000762124,0.000762124,0.000762124
33,478.728,1.4275,0.77555,1.06755,0.4555,0.52464,0.39022,0.21009,3.76567,45.5671,20.5089,0.00078172,0.00078172,0.00078172
34,483.065,1.00448,0.63628,0.9542,0.4555,0.52464,0.39022,0.21009,3.76567,45.5671,20.5089,0.000801034,0.000801034,0.000801034
35,486.727,1.3215,0.77481,1.01775,0.49457,0.5457,0.42989,0.22967,3.7813,19.4828,19.2239,0.000820065,0.000820065,0.000820065
36,491.016,1.38787,0.77738,0.93274,0.60832,0.55918,0.4596,0.26783,3.85342,6.28668,17.2147,0.000838812,0.000838812,0.000838812
37,495.511,1.21209,0.79604,0.97888,0.60832,0.55918,0.4596,0.26783,3.85342,6.28668,17.2147,0.000857277,0.000857277,0.000857277
38,499.998,1.05471,0.72673,0.95456,0.6696,0.54331,0.55848,0.31967,4.26569,4.45806,8.79294,0.000875459,0.000875459,0.000875459
39,503.921,1.08515,0.7131,0.98075,0.79865,0.51982,0.57274,0.32259,4.09559,3.83471,7.51447,0.000893358,0.000893358,0.000893358
40,507.772,1.12846,0.69772,0.89476,0.79865,0.51982,0.57274,0.32259,4.09559,3.83471,7.51447,0.000910974,0.000910974,0.000910974
41,511.613,1.30571,0.85611,1.01059,0.8264,0.56808,0.58419,0.34433,4.14192,3.5153,5.83475,0.000928307,0.000928307,0.000928307
42,515.42,1.14011,0.69373,0.89882,0.8151,0.57265,0.59892,0.37823,4.10877,4.43402,5.96521,0.000945357,0.000945357,0.000945357
43,573.724,1.09311,0.66014,0.89622,0.8151,0.57265,0.59892,0.37823,4.10877,4.43402,5.96521,0.000962124,0.000962124,0.000962124
44,606.205,1.55117,0.87635,0.95295,0.78007,0.59662,0.603,0.37102,4.16218,3.08686,6.17407,0.000978608,0.000978608,0.000978608
45,621.508,1.08989,0.69608,0.9089,0.78007,0.59662,0.603,0.37102,4.16218,3.08686,6.17407,0.00099481,0.00099481,0.00099481
46,630.083,1.22609,0.74282,0.90321,0.78739,0.56876,0.58082,0.3482,4.03778,3.78234,5.76808,0.00101073,0.00101073,0.00101073
47,637.487,1.19502,0.65571,0.97663,0.78739,0.56876,0.58082,0.3482,4.03778,3.78234,5.76808,0.00102636,0.00102636,0.00102636
48,645.949,1.15479,0.62747,0.96512,0.75201,0.57241,0.56155,0.3306,4.27328,3.88782,4.78845,0.00104172,0.00104172,0.00104172
49,654.625,1.07376,0.67185,0.91942,0.75201,0.57241,0.56155,0.3306,4.27328,3.88782,4.78845,0.00105679,0.00105679,0.00105679
50,662.743,1.08969,0.71107,0.88335,0.70275,0.61005,0.57153,0.34384,4.23209,3.52068,4.72817,0.00107157,0.00107157,0.00107157
51,671.267,0.93786,0.65659,0.95822,0.70275,0.61005,0.57153,0.34384,4.23209,3.52068,4.72817,0.00107532,0.00107532,0.00107532
52,675.726,0.92614,0.60628,0.91561,0.71858,0.57205,0.55904,0.35484,4.25861,3.1111,4.56331,0.00106825,0.00106825,0.00106825
53,679.751,1.15476,0.7169,0.868,0.71858,0.57205,0.55904,0.35484,4.25861,3.1111,4.56331,0.00106118,0.00106118,0.00106118
54,683.768,0.89341,0.61367,0.91308,0.70005,0.57218,0.56214,0.32964,4.61144,3.32354,4.754,0.0010541,0.0010541,0.0010541
55,687.697,0.92405,0.64908,0.91102,0.70005,0.57218,0.56214,0.32964,4.61144,3.32354,4.754,0.00104703,0.00104703,0.00104703
56,691.985,1.33818,0.65831,1.04431,0.72217,0.58318,0.5637,0.35211,4.61608,3.07755,5.04642,0.00103995,0.00103995,0.00103995
57,696.102,1.03625,0.65817,0.87488,0.72217,0.58318,0.5637,0.35211,4.61608,3.07755,5.04642,0.00103288,0.00103288,0.00103288
58,741.33,1.09344,0.64692,0.88833,0.74163,0.57353,0.54766,0.3346,4.67048,3.16395,5.34857,0.00102581,0.00102581,0.00102581
59,755.085,1.09914,0.79608,1.01183,0.74163,0.57353,0.54766,0.3346,4.67048,3.16395,5.34857,0.00101873,0.00101873,0.00101873
60,765.267,1.10349,0.83772,0.9511,0.73103,0.55498,0.57893,0.35665,4.83122,3.63064,5.31765,0.00101166,0.00101166,0.00101166
61,773.268,1.56307,0.78863,0.92981,0.73103,0.55498,0.57893,0.35665,4.83122,3.63064,5.31765,0.00100459,0.00100459,0.00100459
62,782.987,1.00632,0.58583,0.93092,0.73618,0.57251,0.60346,0.38215,4.77819,3.96808,5.00447,0.000997513,0.000997513,0.000997513
63,791.452,0.96197,0.58123,0.86891,0.73618,0.57251,0.60346,0.38215,4.77819,3.96808,5.00447,0.00099044,0.00099044,0.00099044
64,799.798,0.9363,0.60959,0.91049,0.69961,0.56738,0.58644,0.34453,4.80761,4.53897,4.95436,0.000983366,0.000983366,0.000983366
65,803.561,1.14827,0.64076,0.91674,0.69961,0.56738,0.58644,0.34453,4.80761,4.53897,4.95436,0.000976293,0.000976293,0.000976293
66,807.193,1.12175,0.68441,0.90882,0.75752,0.52777,0.56604,0.32991,4.8113,4.32145,5.05834,0.000969219,0.000969219,0.000969219
67,810.746,1.12673,0.59787,0.96654,0.75752,0.52777,0.56604,0.32991,4.8113,4.32145,5.05834,0.000962146,0.000962146,0.000962146
68,814.306,1.15932,0.65582,0.95439,0.76042,0.56035,0.58167,0.35016,4.7801,3.64739,4.9622,0.000955072,0.000955072,0.000955072
69,817.909,1.13706,0.67211,0.93064,0.76042,0.56035,0.58167,0.35016,4.7801,3.64739,4.9622,0.000947999,0.000947999,0.000947999
70,821.715,0.96559,0.59335,0.96236,0.81913,0.54944,0.59365,0.35228,4.76604,3.45763,4.82729,0.000940925,0.000940925,0.000940925
71,825.399,1.12765,0.68537,0.94413,0.81913,0.54944,0.59365,0.35228,4.76604,3.45763,4.82729,0.000933851,0.000933851,0.000933851
72,829.409,0.86409,0.57503,0.89866,0.81093,0.58138,0.59181,0.35444,4.70973,3.40243,4.81148,0.000926778,0.000926778,0.000926778
73,833.073,0.87827,0.54367,0.8983,0.81093,0.58138,0.59181,0.35444,4.70973,3.40243,4.81148,0.000919704,0.000919704,0.000919704
74,836.64,1.00271,0.56624,0.87048,0.85321,0.57863,0.59766,0.36985,4.69787,3.45377,4.71407,0.000912631,0.000912631,0.000912631
75,840.257,1.29666,0.64188,0.90423,0.85321,0.57863,0.59766,0.36985,4.69787,3.45377,4.71407,0.000905557,0.000905557,0.000905557
76,843.847,0.9347,0.5513,0.85492,0.86236,0.5852,0.60333,0.37359,4.66012,3.52807,4.71578,0.000898484,0.000898484,0.000898484
77,847.389,0.96102,0.56376,0.88447,0.86236,0.5852,0.60333,0.37359,4.66012,3.52807,4.71578,0.00089141,0.00089141,0.00089141
78,850.901,1.1186,0.61877,0.87892,0.84335,0.58835,0.60818,0.36243,4.55003,3.58012,4.60662,0.000884337,0.000884337,0.000884337
79,854.433,1.16906,0.6639,0.86888,0.84335,0.58835,0.60818,0.36243,4.55003,3.58012,4.60662,0.000877263,0.000877263,0.000877263
80,857.925,1.03865,0.57609,0.90999,0.83247,0.58962,0.60376,0.36144,4.48682,3.72712,4.56716,0.00087019,0.00087019,0.00087019
81,861.374,1.77134,0.77973,1.14194,0.83247,0.58962,0.60376,0.36144,4.48682,3.72712,4.56716,0.000863116,0.000863116,0.000863116
82,869.259,1.08547,0.56326,0.91792,0.86041,0.58519,0.60536,0.36563,4.58411,3.66137,4.64191,0.000856042,0.000856042,0.000856042
83,938.478,1.22842,0.61417,0.88003,0.86041,0.58519,0.60536,0.36563,4.58411,3.66137,4.64191,0.000848969,0.000848969,0.000848969
84,964.048,0.89086,0.53877,0.87705,0.85793,0.55928,0.58999,0.36302,4.63055,3.71233,4.67549,0.000841895,0.000841895,0.000841895
85,982.828,1.01571,0.56978,0.87385,0.85793,0.55928,0.58999,0.36302,4.63055,3.71233,4.67549,0.000834822,0.000834822,0.000834822
86,1003.01,1.22765,0.65123,0.90615,0.84556,0.57083,0.59845,0.3823,4.47582,3.69433,4.50303,0.000827748,0.000827748,0.000827748
87,1028.61,0.81138,0.48616,0.88892,0.84556,0.57083,0.59845,0.3823,4.47582,3.69433,4.50303,0.000820675,0.000820675,0.000820675
88,1037.99,0.87463,0.49773,0.87128,0.88251,0.5428,0.59783,0.37825,4.45498,3.71377,4.58168,0.000813601,0.000813601,0.000813601
89,1048.59,0.87658,0.51422,0.85854,0.88251,0.5428,0.59783,0.37825,4.45498,3.71377,4.58168,0.000806528,0.000806528,0.000806528
90,1057.86,0.98273,0.57102,0.96166,0.88921,0.55974,0.60826,0.37633,4.4729,3.71054,4.53344,0.000799454,0.000799454,0.000799454
91,1070.02,0.94051,0.58828,0.89784,0.88921,0.55974,0.60826,0.37633,4.4729,3.71054,4.53344,0.00079238,0.00079238,0.00079238
92,1137.58,0.97421,0.56939,0.86562,0.87529,0.56212,0.60474,0.38142,4.39013,3.66965,4.47024,0.000785307,0.000785307,0.000785307
93,1188.25,0.98684,0.53715,0.85045,0.87529,0.56212,0.60474,0.38142,4.39013,3.66965,4.47024,0.000778233,0.000778233,0.000778233
94,1232.36,0.84198,0.59058,0.85888,0.90997,0.54188,0.59677,0.36974,4.2455,3.64333,4.36979,0.00077116,0.00077116,0.00077116
95,1269.58,0.91545,0.48456,0.90359,0.90997,0.54188,0.59677,0.36974,4.2455,3.64333,4.36979,0.000764086,0.000764086,0.000764086
96,1315.87,0.80722,0.56446,0.87044,0.85028,0.59852,0.59952,0.377,4.22378,3.68465,4.38284,0.000757013,0.000757013,0.000757013
97,1333.69,1.03742,0.61366,0.84275,0.85028,0.59852,0.59952,0.377,4.22378,3.68465,4.38284,0.000749939,0.000749939,0.000749939
98,1347.76,0.92292,0.54257,0.93151,0.88838,0.60152,0.61706,0.38303,4.32328,3.67616,4.47551,0.000742866,0.000742866,0.000742866
99,1362.48,0.9617,0.50735,0.8951,0.88838,0.60152,0.61706,0.38303,4.32328,3.67616,4.47551,0.000735792,0.000735792,0.000735792
100,1377.25,0.91188,0.5073,0.85596,0.85752,0.59744,0.62108,0.39177,4.39182,3.73041,4.47743,0.000728719,0.000728719,0.000728719
101,1382.32,0.78512,0.62075,0.85297,0.85752,0.59744,0.62108,0.39177,4.39182,3.73041,4.47743,0.000721645,0.000721645,0.000721645
102,1387.42,0.93608,0.53095,0.81042,0.76822,0.61309,0.62346,0.39201,4.40045,3.92735,4.46313,0.000714571,0.000714571,0.000714571
103,1391.78,0.87061,0.5192,0.8867,0.76822,0.61309,0.62346,0.39201,4.40045,3.92735,4.46313,0.000707498,0.000707498,0.000707498
104,1395.63,1.06204,0.5534,0.87522,0.76187,0.59415,0.61206,0.38848,4.40089,4.02517,4.43422,0.000700424,0.000700424,0.000700424
105,1399.22,1.0073,0.6072,0.91434,0.76187,0.59415,0.61206,0.38848,4.40089,4.02517,4.43422,0.000693351,0.000693351,0.000693351
106,1403.33,0.79445,0.44134,0.84144,0.77948,0.6068,0.62427,0.40014,4.37161,3.99295,4.47031,0.000686277,0.000686277,0.000686277
107,1407.19,0.90086,0.4925,0.90337,0.77948,0.6068,0.62427,0.40014,4.37161,3.99295,4.47031,0.000679204,0.000679204,0.000679204
108,1410.88,0.84797,0.46456,0.91715,0.71499,0.62465,0.62661,0.39508,4.27163,4.02212,4.52525,0.00067213,0.00067213,0.00067213
109,1414.43,0.8354,0.48016,0.82402,0.71499,0.62465,0.62661,0.39508,4.27163,4.02212,4.52525,0.000665057,0.000665057,0.000665057
110,1418.09,0.77535,0.47038,0.89069,0.7771,0.58832,0.62937,0.38501,4.18834,3.9292,4.51223,0.000657983,0.000657983,0.000657983
111,1421.78,0.69744,0.4571,0.82681,0.7771,0.58832,0.62937,0.38501,4.18834,3.9292,4.51223,0.000650909,0.000650909,0.000650909
112,1425.78,0.93116,0.50953,0.86465,0.80789,0.59182,0.6191,0.39105,4.12019,3.67556,4.48165,0.000643836,0.000643836,0.000643836
113,1429.46,1.15849,0.60488,0.89093,0.80789,0.59182,0.6191,0.39105,4.12019,3.67556,4.48165,0.000636762,0.000636762,0.000636762
114,1433.05,0.8041,0.62767,0.96906,0.8411,0.59948,0.61191,0.38559,4.08508,3.63164,4.63903,0.000629689,0.000629689,0.000629689
115,1436.65,0.93003,0.51553,0.84087,0.8411,0.59948,0.61191,0.38559,4.08508,3.63164,4.63903,0.000622615,0.000622615,0.000622615
116,1447.94,0.71506,0.436,0.85116,0.82887,0.59341,0.61671,0.40059,4.06234,3.65848,4.60442,0.000615542,0.000615542,0.000615542
117,1453,0.93316,0.50958,0.80191,0.82887,0.59341,0.61671,0.40059,4.06234,3.65848,4.60442,0.000608468,0.000608468,0.000608468
118,1457.13,0.77168,0.43597,0.82377,0.86828,0.59076,0.62581,0.39671,4.05809,3.69248,4.57903,0.000601395,0.000601395,0.000601395
119,1460.95,0.70327,0.47301,0.81188,0.86828,0.59076,0.62581,0.39671,4.05809,3.69248,4.57903,0.000594321,0.000594321,0.000594321
120,1464.48,0.79901,0.45666,0.84757,0.88862,0.60257,0.65059,0.4031,4.06835,3.76893,4.58305,0.000587248,0.000587248,0.000587248
121,1468.35,1.05583,0.62747,0.95975,0.88862,0.60257,0.65059,0.4031,4.06835,3.76893,4.58305,0.000580174,0.000580174,0.000580174
122,1472.23,1.30508,0.88913,0.95102,0.87835,0.59681,0.64762,0.40425,4.06092,4.09727,4.63612,0.0005731,0.0005731,0.0005731
123,1476.4,0.68032,0.4184,0.80733,0.87835,0.59681,0.64762,0.40425,4.06092,4.09727,4.63612,0.000566027,0.000566027,0.000566027
124,1480.07,0.73624,0.45735,0.84515,0.8728,0.60662,0.63876,0.39947,4.0584,4.20821,4.63564,0.000558953,0.000558953,0.000558953
125,1483.68,0.77215,0.50842,0.84285,0.8728,0.60662,0.63876,0.39947,4.0584,4.20821,4.63564,0.00055188,0.00055188,0.00055188
126,1487.95,0.87445,0.58234,0.91669,0.87022,0.62108,0.64441,0.39656,4.05496,3.95545,4.59779,0.000544806,0.000544806,0.000544806
127,1491.74,0.8478,0.46769,0.85603,0.87022,0.62108,0.64441,0.39656,4.05496,3.95545,4.59779,0.000537733,0.000537733,0.000537733
128,1495.77,0.7995,0.46509,0.85416,0.82631,0.61597,0.63613,0.39577,4.07501,3.94793,4.58257,0.000530659,0.000530659,0.000530659
129,1499.55,0.78521,0.45192,0.81073,0.82631,0.61597,0.63613,0.39577,4.07501,3.94793,4.58257,0.000523586,0.000523586,0.000523586
130,1503.08,0.82265,0.42971,0.88912,0.85213,0.60507,0.63827,0.3952,4.08949,3.93149,4.58258,0.000516512,0.000516512,0.000516512
131,1506.6,0.65458,0.42173,0.81877,0.85213,0.60507,0.63827,0.3952,4.08949,3.93149,4.58258,0.000509438,0.000509438,0.000509438
132,1510.21,0.81239,0.46845,0.8308,0.85643,0.61578,0.63874,0.39382,4.1108,3.85563,4.58251,0.000502365,0.000502365,0.000502365
133,1513.89,0.72834,0.43572,0.85984,0.85643,0.61578,0.63874,0.39382,4.1108,3.85563,4.58251,0.000495291,0.000495291,0.000495291
134,1517.87,0.65318,0.40981,0.85892,0.83335,0.58872,0.6208,0.37916,4.13759,3.85331,4.59462,0.000488218,0.000488218,0.000488218
135,1521.4,0.71442,0.43223,0.81674,0.83335,0.58872,0.6208,0.37916,4.13759,3.85331,4.59462,0.000481144,0.000481144,0.000481144
136,1525.11,0.6276,0.37053,0.83116,0.81952,0.5868,0.60231,0.36725,4.16058,3.87726,4.6229,0.000474071,0.000474071,0.000474071
137,1529.99,0.69323,0.41101,0.83605,0.81952,0.5868,0.60231,0.36725,4.16058,3.87726,4.6229,0.000466997,0.000466997,0.000466997
138,1534.1,0.80913,0.45921,0.80225,0.79221,0.59304,0.59683,0.36087,4.1682,3.85232,4.61727,0.000459924,0.000459924,0.000459924
139,1538.14,0.85461,0.4812,0.83479,0.79221,0.59304,0.59683,0.36087,4.1682,3.85232,4.61727,0.00045285,0.00045285,0.00045285
140,1541.75,0.69848,0.41059,0.81506,0.81405,0.596,0.61567,0.36716,4.19815,3.83762,4.56158,0.000445777,0.000445777,0.000445777
141,1545.82,0.75423,0.42062,0.8396,0.81405,0.596,0.61567,0.36716,4.19815,3.83762,4.56158,0.000438703,0.000438703,0.000438703
142,1550.3,0.62467,0.40006,0.80608,0.78079,0.60376,0.60392,0.36269,4.22245,3.86102,4.52643,0.000431629,0.000431629,0.000431629
143,1554.48,1.00975,0.80658,0.97357,0.78079,0.60376,0.60392,0.36269,4.22245,3.86102,4.52643,0.000424556,0.000424556,0.000424556
144,1558.57,0.74555,0.42053,0.86958,0.79229,0.60579,0.61789,0.36875,4.2491,3.85471,4.56774,0.000417482,0.000417482,0.000417482
145,1562.94,0.68662,0.41514,0.81166,0.79229,0.60579,0.61789,0.36875,4.2491,3.85471,4.56774,0.000410409,0.000410409,0.000410409
146,1566.61,0.70577,0.42845,0.83081,0.83374,0.62017,0.63945,0.38151,4.2229,3.78938,4.58251,0.000403335,0.000403335,0.000403335
147,1581.76,0.79766,0.45657,0.82791,0.83374,0.62017,0.63945,0.38151,4.2229,3.78938,4.58251,0.000396262,0.000396262,0.000396262
148,1596.68,0.65742,0.39621,0.832,0.86881,0.61036,0.64022,0.38657,4.21821,3.73985,4.57125,0.000389188,0.000389188,0.000389188
149,1605.97,0.77237,0.42883,0.80424,0.86881,0.61036,0.64022,0.38657,4.21821,3.73985,4.57125,0.000382115,0.000382115,0.000382115
150,1612.67,0.77178,0.43595,0.83197,0.88041,0.59317,0.64175,0.39295,4.1984,3.73056,4.54849,0.000375041,0.000375041,0.000375041
151,1620.52,0.68871,0.41898,0.82706,0.88041,0.59317,0.64175,0.39295,4.1984,3.73056,4.54849,0.000367967,0.000367967,0.000367967
152,1626.57,0.66453,0.40366,0.79474,0.86619,0.60281,0.64423,0.40549,4.19522,3.73352,4.5425,0.000360894,0.000360894,0.000360894
153,1631.09,0.67851,0.38206,0.83963,0.86619,0.60281,0.64423,0.40549,4.19522,3.73352,4.5425,0.00035382,0.00035382,0.00035382
154,1635.32,0.64046,0.41554,0.8284,0.83612,0.62059,0.64053,0.40252,4.19918,3.74637,4.54178,0.000346747,0.000346747,0.000346747
155,1639.67,0.72371,0.40185,0.89721,0.83612,0.62059,0.64053,0.40252,4.19918,3.74637,4.54178,0.000339673,0.000339673,0.000339673
156,1643.94,0.9533,0.49504,0.81605,0.84073,0.60436,0.63792,0.39933,4.20418,3.7491,4.54235,0.0003326,0.0003326,0.0003326
157,1647.72,0.64315,0.39183,0.81388,0.84073,0.60436,0.63792,0.39933,4.20418,3.7491,4.54235,0.000325526,0.000325526,0.000325526
158,1651.56,0.78852,0.4186,0.83446,0.84406,0.60436,0.639,0.40006,4.20976,3.73639,4.54038,0.000318453,0.000318453,0.000318453
159,1655.38,0.59539,0.36253,0.8055,0.84406,0.60436,0.639,0.40006,4.20976,3.73639,4.54038,0.000311379,0.000311379,0.000311379
160,1659.29,0.63181,0.39329,0.83951,0.83879,0.61379,0.63726,0.39688,4.2114,3.76263,4.54825,0.000304306,0.000304306,0.000304306
161,1663.14,0.97765,0.59919,0.88024,0.83879,0.61379,0.63726,0.39688,4.2114,3.76263,4.54825,0.000297232,0.000297232,0.000297232
162,1666.99,0.85959,0.85462,0.99346,0.84865,0.61417,0.63513,0.40427,4.21875,3.77538,4.54072,0.000290158,0.000290158,0.000290158
163,1670.61,1.03117,0.76645,0.91524,0.84865,0.61417,0.63513,0.40427,4.21875,3.77538,4.54072,0.000283085,0.000283085,0.000283085
164,1674.33,1.20117,0.68214,1.04315,0.82069,0.60674,0.62417,0.39622,4.21302,3.78792,4.53225,0.000276011,0.000276011,0.000276011
165,1677.82,0.66809,0.3855,0.85324,0.82069,0.60674,0.62417,0.39622,4.21302,3.78792,4.53225,0.000268938,0.000268938,0.000268938
166,1681.88,0.58693,0.35545,0.77552,0.81904,0.60708,0.62619,0.39816,4.2159,3.75457,4.51983,0.000261864,0.000261864,0.000261864
167,1685.47,0.60989,0.36883,0.83866,0.81904,0.60708,0.62619,0.39816,4.2159,3.75457,4.51983,0.000254791,0.000254791,0.000254791
168,1689.38,0.86151,0.44989,0.81954,0.82588,0.60173,0.63134,0.41123,4.19903,3.73124,4.4711,0.000247717,0.000247717,0.000247717
169,1693.1,0.60106,0.35911,0.86356,0.82588,0.60173,0.63134,0.41123,4.19903,3.73124,4.4711,0.000240644,0.000240644,0.000240644
170,1697.03,0.56919,0.36484,0.82089,0.86175,0.59348,0.62839,0.41264,4.19039,3.72626,4.44768,0.00023357,0.00023357,0.00023357
171,1700.6,0.69669,0.40623,0.82835,0.86175,0.59348,0.62839,0.41264,4.19039,3.72626,4.44768,0.000226497,0.000226497,0.000226497
172,1704.28,0.80869,0.45099,0.81972,0.87577,0.5926,0.62869,0.41228,4.20057,3.72249,4.41868,0.000219423,0.000219423,0.000219423
173,1707.66,0.70353,0.40039,0.81242,0.87577,0.5926,0.62869,0.41228,4.20057,3.72249,4.41868,0.000212349,0.000212349,0.000212349
174,1711.02,0.72411,0.4192,0.77793,0.88205,0.58956,0.63193,0.40863,4.19826,3.72481,4.38154,0.000205276,0.000205276,0.000205276
175,1714.49,0.57092,0.38691,0.77737,0.88205,0.58956,0.63193,0.40863,4.19826,3.72481,4.38154,0.000198202,0.000198202,0.000198202
176,1717.84,0.59749,0.35197,0.79387,0.81902,0.62334,0.63125,0.40887,4.1998,3.72686,4.35837,0.000191129,0.000191129,0.000191129
177,1724.68,0.59605,0.34407,0.87748,0.81902,0.62334,0.63125,0.40887,4.1998,3.72686,4.35837,0.000184055,0.000184055,0.000184055
178,1729.27,0.7514,0.44426,0.87844,0.81821,0.62381,0.63227,0.41059,4.19397,3.73892,4.35925,0.000176982,0.000176982,0.000176982
179,1734.43,0.70207,0.3928,0.82971,0.81821,0.62381,0.63227,0.41059,4.19397,3.73892,4.35925,0.000169908,0.000169908,0.000169908
180,1737.99,0.81276,0.4237,0.83436,0.81764,0.62669,0.63026,0.41598,4.19338,3.73896,4.35587,0.000162835,0.000162835,0.000162835
181,1741.9,0.62479,0.36635,0.81078,0.81764,0.62669,0.63026,0.41598,4.19338,3.73896,4.35587,0.000155761,0.000155761,0.000155761
182,1745.56,0.67014,0.39624,0.84762,0.81438,0.62644,0.63235,0.4163,4.19221,3.72778,4.39063,0.000148687,0.000148687,0.000148687
183,1749.09,0.67195,0.40087,0.83593,0.81438,0.62644,0.63235,0.4163,4.19221,3.72778,4.39063,0.000141614,0.000141614,0.000141614
184,1752.65,0.76796,0.39793,0.89959,0.80911,0.62474,0.62992,0.4128,4.18736,3.74211,4.39739,0.00013454,0.00013454,0.00013454
